,Names,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Abilities,Creators
2704,Harley Quinn,0,0,0,0,0,0,0,,DC Comics
2705,Harley Quinn,65,1,7,5,10,60,10,"['Peak Human Condition', 'Stamina', 'Acrobatics', 'Agility', 'Insanity', 'Reflexes', 'Stealth', 'Weapons Master', 'Toxin and Disease Resistance']",DC Comics
2706,Harley Quinn,85,1,11,10,17,90,10,"['Acrobatics', 'Agility', 'Dexterity', 'Durability', 'Endurance', 'Indomitable Will', 'Intelligence', 'Intuitive aptitude', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Weapons Master', 'Information Analysis']",DC Comics
2707,Harley Quinn (Animated Series),55,14,25,10,30,60,10,"['Acrobatics', 'Enhanced Thievery', 'Insanity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Vehicular Mastery', 'Weapon-based Powers', 'Weapons Master', 'Force Fields', 'Mind Control Resistance', 'Preparation', 'Psychometry', 'Summoning']",DC Comics
2708,Harley Quinn,45,1,5,7,10,65,10,"['Acrobatics', 'Agility', 'Dexterity', 'Durability', 'Reflexes', 'Weapon-based Powers', 'Explosion Manipulation', 'Insanity']",DC Comics
2709,Harley Quinn (Hybrid Lantern),0,0,0,0,0,0,0,,DC Comics
2710,Harley Quinn,75,17,6,20,20,100,10,"['Intelligence', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Weapons Master', 'Acrobatics', 'Agility', 'Berserk Mode', 'Endurance', 'Hunters Instinct', 'Insanity', 'Mind Control Resistance', 'Accelerated Healing', 'Vehicular Mastery', 'Weapon Creation']",DC Comics
2711,Harley Quinn,0,0,0,0,0,0,0,,DC Comics
2712,Harley Quinn,0,0,0,0,0,0,0,,DC Comics
2713,Harley Quinn (Hammer Harleen),0,0,0,0,0,0,0,,DC Comics
2714,Harley Quinn,60,5,17,10,10,60,10,"['Bloodlust', 'Insanity', 'Social Influencing', 'Stamina', 'Acrobatics', 'Dexterity', 'Endurance', 'Enhanced Senses', 'Jump', 'Master Martial Artist', 'Pain Suppression', 'Reflexes', 'Stealth', 'Vehicular Mastery', 'Weapons Master']",DC Comics
2715,Harley Quinn,0,0,0,0,0,0,0,,DC Comics
2716,Harley Quinn,0,0,0,0,0,0,0,,DC Comics
2717,Harpy,0,0,0,0,0,0,0,,DC Comics
2718,Harrison,0,0,0,0,0,0,0,,DC Comics
2719,Harrison Wells,0,0,0,0,0,0,0,,DC Comics
2720,Harry Kay,0,0,0,0,0,0,0,,DC Comics
2721,Harvest,0,0,0,0,0,0,0,,DC Comics
2722,Harvey Bullock,55,1,1,5,5,35,0,['Marksmanship'],DC Comics
2723,Harvid,0,0,0,0,0,0,0,,DC Comics
2724,Hath-Set,0,0,0,0,0,0,0,,DC Comics
2725,Havana,0,0,0,0,0,0,0,,DC Comics
2726,Hawk,65,25,25,30,35,80,20,"['Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Agility', 'Dexterity', 'Endurance', 'Enhanced Senses', 'Enhanced Sight', 'Flight', 'Reflexes', 'Stealth', 'Transformation', 'Invulnerability']",DC Comics
2727,Hawk,0,0,0,0,0,0,0,,DC Comics
2728,Hawk,60,1,6,10,10,80,10,"['Stamina', 'Acrobatics', 'Agility', 'Dexterity', 'Endurance', 'Marksmanship', 'Master Martial Artist', 'Reflexes', 'Stealth']",DC Comics
2729,Hawk,0,0,0,0,0,0,0,,DC Comics
2730,Hawk,0,0,0,0,0,0,0,,DC Comics
2731,Hawkfire,0,0,0,0,0,0,0,,DC Comics
2732,Hawkgirl,80,45,30,30,55,80,30,"['Animal Attributes', 'Animal Oriented Powers', 'Cold Resistance', 'Durability', 'Endurance', 'Fire Resistance', 'Flight', 'Gliding', 'Heat Resistance', 'Intelligence', 'Natural Armor', 'Power Suit', 'Reflexes', 'Resurrection', 'Stamina', 'Super Speed', 'Super Strength', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Changing Armor', 'Enhanced Sight', 'Intuitive aptitude', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Natural Weapons', 'Regeneration', 'Self-Sustenance', 'Vision - Telescopic']",DC Comics
2733,Hawkgirl,0,0,0,0,0,0,0,,DC Comics
2734,Hawkgirl,0,0,0,0,0,0,0,,DC Comics
2735,Hawkgirl,0,0,0,0,0,0,0,,DC Comics
2736,Hawkgirl,65,25,50,35,60,65,30,"['Animal Attributes', 'Durability', 'Empathy', 'Endurance', 'Flight', 'Intelligence', 'Longevity', 'Stamina', 'Super Speed', 'Super Strength', 'Vision - Night', 'Acrobatics', 'Agility', 'Enhanced Hearing', 'Enhanced Sight', 'Immortality', 'Reflexes', 'Angel Physiology', 'Magic', 'Regeneration', 'Resurrection']",DC Comics
2737,Hawkgirl,0,0,0,0,0,0,0,,DC Comics
2738,Hawkgirl,0,0,0,0,0,0,0,,DC Comics
2739,Hawkgod,0,0,0,0,0,0,0,,DC Comics
2740,Hawkman,85,50,25,35,55,80,30,"['Animal Attributes', 'Animal Oriented Powers', 'Cold Resistance', 'Durability', 'Endurance', 'Fire Resistance', 'Flight', 'Gliding', 'Heat Resistance', 'Intelligence', 'Natural Armor', 'Power Suit', 'Reflexes', 'Resurrection', 'Stamina', 'Super Speed', 'Super Strength', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Changing Armor', 'Enhanced Sight', 'Indomitable Will', 'Information Analysis', 'Intuitive aptitude', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Natural Weapons', 'Regeneration', 'Self-Sustenance', 'Vision - Telescopic']",DC Comics
2741,Hawkman,0,0,0,0,0,0,0,,DC Comics
2742,Hawkman,0,0,0,0,0,0,0,,DC Comics
2743,Hawkman,85,1,6,20,30,40,50,"['Grappling/Climbing', 'Marksmanship', 'Weapon-based Powers', 'Weapons Master']",DC Comics
2744,Hawkman,55,14,30,10,30,20,10,"['Durability', 'Flight', 'Super Speed', 'Super Strength', 'Weapons Master']",DC Comics
2745,Hawkman,65,60,25,45,60,85,30,"['Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Cold Resistance', 'Durability', 'Endurance', 'Enhanced Hearing', 'Enhanced Sight', 'Fire Resistance', 'Flight', 'Gliding', 'Heat Resistance', 'Marksmanship', 'Master Martial Artist', 'Natural Armor', 'Power Suit', 'Reflexes', 'Resurrection', 'Stamina', 'Super Speed', 'Super Strength', 'Weapons Master', 'Accelerated Healing', 'Changing Armor', 'Indomitable Will', 'Information Analysis', 'Longevity', 'Master Tactician', 'Natural Weapons', 'Regeneration', 'Self-Sustenance', 'Vision - Telescopic', 'Weapon Creation']",DC Comics
2746,Hawkman (Dragon Of Barbatos),80,100,90,100,100,70,80,"['Accelerated Healing', 'Agility', 'Cold Resistance', 'Deconstruction', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Enhanced Senses', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Jump', 'Petrification', 'Purification', 'Radiation Immunity', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Transmutation', 'Weapon-based Powers', 'Aura', 'Clairvoyance', 'Dimensional Travel', 'Flight', 'Heat Generation', 'Immortality', 'Indomitable Will', 'Invulnerability', 'Marksmanship', 'Master Martial Artist', 'Reality Warping', 'Regeneration', 'Weapons Master']",DC Comics
2747,Hawkman,65,75,30,40,55,80,30,"['Acrobatics', 'Agility', 'Animal Attributes', 'Animal Oriented Powers', 'Bloodlust', 'Enhanced Senses', 'Enhanced Sight', 'Flight', 'Natural Weapons', 'Reflexes', 'Cold Resistance', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Gliding', 'Grappling/Climbing', 'Heat Resistance', 'Instinctive Reaction', 'Invulnerability', 'Jump', 'Magic', 'Magic Resistance', 'Master Martial Artist', 'Power Sense', 'Stealth', 'Toxin and Disease Resistance', 'Aura', 'Immortality', 'Insanity', 'Jaw Strength', 'Large Size', 'Mind Control Resistance', 'Natural Armor', 'Possession Resistance', 'Rage Power', 'Soul Resistance']",DC Comics
2748,Hawkman,55,25,20,15,35,45,20,"['Animal Attributes', 'Animal Oriented Powers', 'Durability', 'Endurance', 'Enhanced Sight', 'Flight', 'Gliding', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon-based Powers', 'Agility', 'Dexterity', 'Natural Armor', 'Natural Weapons', 'Power Suit', 'Vision - Telescopic', 'Weapons Master']",DC Comics
2749,Hawkman (Claw of Horus),0,0,0,0,0,0,0,,DC Comics
2750,Hawkman,0,0,0,0,0,0,0,,DC Comics
2751,Hawkman,0,0,0,0,0,0,0,,DC Comics
2752,Hawkman,0,0,0,0,0,0,0,,DC Comics
2753,Hawkman,0,0,0,0,0,0,0,,DC Comics
2754,Hawkman,0,0,0,0,0,0,0,,DC Comics
2755,Hawkman,0,0,0,0,0,0,0,,DC Comics
2756,Hawkman,0,0,0,0,0,0,0,,DC Comics
2757,Hawkman,0,0,0,0,0,0,0,,DC Comics
2758,Hawkslayer,0,0,0,0,0,0,0,,DC Comics
2759,Hawkwoman,70,25,25,30,45,80,20,"['Agility', 'Cold Resistance', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Invulnerability', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master', 'Wing Manifestation', 'Accelerated Healing', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Immortality', 'Indomitable Will', 'Information Analysis', 'Levitation', 'Radiation Immunity', 'Regeneration', 'Self-Sustenance']",DC Comics
2760,Hawkwoman,80,45,30,30,55,70,30,"['Animal Oriented Powers', 'Durability', 'Endurance', 'Heat Resistance', 'Intelligence', 'Reflexes', 'Resurrection', 'Stamina', 'Super Speed', 'Super Strength', 'Weapons Master', 'Acrobatics', 'Agility', 'Animal Attributes', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Sight', 'Flight', 'Gliding', 'Indomitable Will', 'Jump', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Natural Weapons', 'Regeneration', 'Self-Sustenance', 'Stealth', 'Vision - Telescopic', 'Weapon-based Powers', 'Cold Resistance', 'Energy Resistance', 'Invulnerability']",DC Comics
2761,Hawkwoman,0,0,0,0,0,0,0,,DC Comics
2762,Hawkwoman II,0,0,0,0,0,0,0,,DC Comics
2763,Hawkwoman III,0,0,0,0,0,0,0,,DC Comics
2764,Heartless,0,0,0,0,0,0,0,,DC Comics
2765,Heat Wave,60,1,11,7,9,40,10,"['Stamina', 'Fire Control', 'Heat Generation', 'Marksmanship', 'Reflexes', 'Weapons Master']",DC Comics
2766,Heat Wave,50,5,1,5,10,30,0,"['Stamina', 'Fire Control', 'Weapons Master']",DC Comics
2767,Heat Wave,0,0,0,0,0,0,0,,DC Comics
2768,Heatstroke,0,0,0,0,0,0,0,,DC Comics
2769,Heatstroke,0,0,0,0,0,0,0,,DC Comics
2770,Hecate,100,100,100,100,100,60,90,"['Absorption', 'Accelerated Healing', 'Acid Manipulation', 'Acid Resistants', 'Age Manipulation', 'Agility', 'Animal Control', 'Animation', 'Anti-Gravity', 'Antimatter Manipulation', 'Arcane Magic', 'Astral Projection', 'Astral Trap', 'Attack Negation', 'Attack Reflection', 'Audio Control', 'Banish', 'Black Hole Manipulation', 'Blood Manipulation', 'Body Puppetry', 'Chi Manipulation', 'Clairvoyance', 'Cloaking', 'Cold Resistance', 'Corruption Resistance', 'Cosmic Awareness', 'Cryokinesis', 'Curse Manipulation', 'Curse Resistance', 'Danger Sense', 'Dark Arts', 'Dark Matter Manipulation', 'Darkforce Manipulation', 'Death Manipulation', 'Death Touch', 'Deconstruction', 'Dexterity', 'Dimensional Travel', 'Dream Manipulation', 'Durability', 'Electrical Transport', 'Electricity Absorption', 'Electricity Resistance', 'Electrokinesis', 'Element Control', 'Empathy', 'Endurance', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Exorcism', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Godly Physiology', 'Gravity Control', 'Heat Generation', 'Heat Resistance', 'Holy Resistance', 'Homing Attack', 'Hypnokinesis', 'Illumination', 'Illusion Resistance', 'Illusions', 'Indomitable Will', 'Information Analysis', 'Intelligence', 'Interstellar Travel', 'Intuitive aptitude', 'Invisibility', 'Invulnerability', 'Jump', 'Large Size', 'Latent Abilities', 'Life Manipulation', 'Light Control', 'Longevity', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Matter Manipulation', 'Memory Manipulation', 'Metaphysics Manipulation', 'Mind Control', 'Mind Control Resistance', 'Molecular Manipulation', 'Necromancy', 'Nigh-Omniscience', 'Non-Physical Interaction', 'Omnikinesis', 'Omnilingualism', 'Organic Manipulation', 'Paralysis', 'Perception Manipulation', 'Petrification', 'Phasing', 'Physics Manipulation', 'Plant Control', 'Pocket Dimensions', 'Portal Creation', 'Possession Resistance', 'Postcognition', 'Power Absorption', 'Power Augmentation', 'Power Bestowal', 'Precognition', 'Probability Manipulation', 'Projection', 'Psionic Powers', 'Psychometry', 'Purification', 'Quantum Manipulation', 'Radiation Control', 'Radiation Immunity', 'Reality Warping', 'Reflexes', 'Regeneration', 'Resurrection', 'Sealing', 'Self-Sustenance', 'Sense Manipulation', 'Shockwaves Generation', 'Size Changing', 'Sleep Manipulation', 'Soul Manipulation', 'Soul Resistance', 'Space Survivability', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Stamina', 'Stealth', 'Subatomic Manipulation', 'Summoning', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Terrakinesis', 'Time Travel', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Transformation', 'Transmutation', 'Underwater breathing', 'Unholy Manipulation', 'Unholy Resistance', 'Vibration Manipulation', 'Vision - Microscopic', 'Vision - Night', 'Vision - Telescopic', 'Vitakinesis', 'Void Manipulation', 'Vortex Creation', 'Water Control', 'Weapon Creation', 'Weather Control', 'Wind Control', 'Wishing', 'Acausality', 'Adaptation', 'Aura', 'Biokinesis', 'Causality Manipulation', 'Causality Resistance', 'Clairvoyance Resistance', 'Conceptual Manipulation', 'Corruption', 'Creation', 'Dimensional Awareness', 'Durability Negation', 'Existence Erasure', 'Existence Erasure Resistance', 'Fear Manipulation', 'Hellfire Resistance', 'Higher Dimensional Manipulation', 'Hyperkinesis', 'Immortality', 'Law Manipulation', 'Mind Transfer', 'Pain Manipulation', 'Possession', 'Power Absorption Immunity', 'Power Modification', 'Power Nullifier', 'Reality Warping Resistance', 'Shapeshifting', 'Time Manipulation', 'Time Manipulation Resistance', 'Timeframe Control', 'Umbrakinesis', 'Vaporising Beams', 'Berserk Mode', 'Master Martial Artist', 'Subjective Reality']",DC Comics
2771,Hecate (Dark Multiverse),0,0,0,0,0,0,0,,DC Comics
2772,Heckler,0,0,0,0,0,0,0,,DC Comics
2773,Hector Hammond,85,1,20,10,60,20,20,"['Intelligence', 'Telekinesis', 'Telepathy', 'Clairvoyance', 'Energy Blasts', 'Illusion Resistance', 'Illusions', 'Levitation', 'Mind Blast', 'Mind Control', 'Psionic Powers']",DC Comics
2774,Hector Hammond,0,0,0,0,0,0,0,,DC Comics
2775,Hector Hammond,0,0,0,0,0,0,0,,DC Comics
2776,Heggra,0,0,0,0,0,0,0,,DC Comics
2777,Helen Bryce,85,1,5,5,5,15,0,"['Indomitable Will', 'Intelligence', 'Agility']",DC Comics
2778,Helen Flynn,0,0,0,0,0,0,0,,DC Comics
2779,Helga Jace,0,0,0,0,0,0,0,,DC Comics
2780,Helga Jace,0,0,0,0,0,0,0,,DC Comics
2781,Hellbat,90,100,100,100,100,100,70,"['Absorption', 'Acrobatics', 'Agility', 'Anti-Gravity', 'Avatar Creation', 'Banish', 'Berserk Mode', 'Bullet Time', 'Changing Armor', 'Chaos Energy', 'Cold Resistance', 'Creation', 'Danger Sense', 'Dark Arts', 'Demon Physiology', 'Durability', 'Element Control', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Constructs', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Thievery', 'Fire Resistance', 'Flight', 'Force Fields', 'Gliding', 'Grappling/Climbing', 'Hacking', 'Heat Resistance', 'Intelligence', 'Invisibility', 'Jump', 'Laser Manipulation', 'Master Martial Artist', 'Nanotechnology', 'Neon Blasts', 'Power Absorption', 'Power Suit', 'Preparation', 'Robotic Engineering', 'Shapeshifting', 'Shockwaves Generation', 'Spaceflight', 'Stamina', 'Stands', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Toxin and Disease Resistance', 'Vision - Heat', 'Vision - Night', 'Wallcrawling', 'Weapons Master', 'Attack Reflection', 'Corruption', 'Danmaku', 'Elasticity', 'Electricity Resistance', 'Enhanced Hearing', 'Enhanced Senses', 'Enhanced Smell', 'Existence Erasure Resistance', 'Heat Generation', 'Illusions', 'Insanity', 'Levitation', 'Magic', 'Magic Resistance', 'Mind Blast', 'Mind Control Resistance', 'Portal Creation', 'Possession', 'Rage Power', 'Statistics Amplification', 'Status Effect Inducement', 'Summoning', 'Super Breath', 'Supreme Power', 'Transformation', 'Umbrakinesis', 'Vision - Infrared', 'Vision - Thermal', 'Vision - X-Ray', 'Weapon-based Powers']",DC Comics
2782,Hellbat II,0,0,0,0,0,0,0,,DC Comics
2783,Hellblazer,0,0,0,0,0,0,0,,DC Comics
2784,Hellgramite,0,0,0,0,0,0,0,,DC Comics
2785,Hellhound,0,0,0,0,0,0,0,,DC Comics
2786,Hellmachine,0,0,0,0,0,0,0,,DC Comics
2787,Hellstrike,0,0,0,0,0,0,0,,DC Comics
2788,Hellstrike,0,0,0,0,0,0,0,,DC Comics
2789,Helmut,0,0,0,0,0,0,0,,DC Comics
2790,Helspont,90,100,30,100,80,90,60,"['Accelerated Healing', 'Agility', 'Cold Resistance', 'Damage Reduction', 'Dexterity', 'Durability', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Enhanced Condition', 'Fire Resistance', 'Heat Resistance', 'Intelligence', 'Magic Resistance', 'Natural Armor', 'Pain Suppression', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Supernatural Condition', 'Toxin and Disease Resistance', 'Acrobatics', 'Corruption Resistance', 'Damage Boost', 'Energy Absorption', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Enhanced Senses', 'Enhanced Sight', 'Flight', 'Food Manipulation', 'Illusions', 'Immortality', 'Indomitable Will', 'Intangibility', 'Jump', 'Mind Control Resistance', 'Natural Weapons', 'Non-Physical Interaction', 'Phasing', 'Possession', 'Possession Resistance', 'Power Augmentation', 'Psionic Powers', 'Radiation Immunity', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Time Manipulation', 'Weapons Master']",DC Comics
2791,Henri Ducard,0,0,0,0,0,0,0,,DC Comics
2792,Henry Allen,0,0,0,0,0,0,0,,DC Comics
2793,Henry Fyff,0,0,0,0,0,0,0,,DC Comics
2794,Henry Hyde,0,0,0,0,0,0,0,,DC Comics
2795,Henry Jekyll,0,0,0,0,0,0,0,,DC Comics
2796,Henry Strauss,0,0,0,0,0,0,0,,DC Comics
2797,Hephaestus,0,0,0,0,0,0,0,,DC Comics
2798,Hera,95,100,95,95,100,65,70,"['Accelerated Healing', 'Agility', 'Cold Resistance', 'Dimensional Awareness', 'Dimensional Travel', 'Divine Powers', 'Divinity', 'Durability', 'Electrokinesis', 'Element Control', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Enhanced Senses', 'Flight', 'Godly Physiology', 'Illusions', 'Intelligence', 'Magic', 'Mind Control Resistance', 'Molecular Manipulation', 'Non-Physical Interaction', 'Precognition', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Teleportation', 'Weather Control', 'Clairvoyance', 'Cosmic Awareness', 'Creation', 'Curse Manipulation', 'Curse Resistance', 'Dream Manipulation', 'Electricity Resistance', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Illumination', 'Illusion Resistance', 'Immortality', 'Indomitable Will', 'Interstellar Travel', 'Invulnerability', 'Latent Abilities', 'Magic Absorption', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Matter Manipulation', 'Memory Manipulation', 'Petrification', 'Power Absorption Immunity', 'Power Bestowal', 'Radiation Immunity', 'Reality Warping', 'Reality Warping Resistance', 'Reflexes', 'Size Changing', 'Telepathy Resistance', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Transformation', 'Vision - Night', 'Vitakinesis', 'Life Manipulation', 'Wishing']",DC Comics
2799,Hera,0,0,0,0,0,0,0,,DC Comics
2800,Hera,0,0,0,0,0,0,0,,DC Comics
2801,Herald,60,1,50,10,60,60,20,"['Peak Human Condition', 'Dimensional Travel', 'Master Martial Artist', 'Portal Creation', 'Sonic Scream', 'Teleportation', 'Vehicular Mastery', 'Weapon-based Powers', 'Power Suit']",DC Comics
2802,Heraphon,0,0,0,0,0,0,0,,DC Comics
2803,Hercules,70,100,75,100,100,80,60,"['Agility', 'Cold Resistance', 'Dexterity', 'Disguise Mastery', 'Durability', 'Endurance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Fire Resistance', 'Godly Physiology', 'Heat Resistance', 'Immortality', 'Invulnerability', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Radiation Immunity', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Vehicular Mastery', 'Weapons Master', 'Accelerated Healing', 'Berserk Mode', 'Clairvoyance Resistance', 'Corruption Resistance', 'Curse Resistance', 'Electricity Resistance', 'Emotional Power Up', 'Jump', 'Magic Resistance', 'Mind Control Resistance', 'Rage Power', 'Regeneration', 'Soul Resistance', 'Time Manipulation Resistance', 'Transformation']",DC Comics
2804,Hercules,0,0,0,0,0,0,0,,DC Comics
2805,Hercules,70,100,75,100,100,90,50,"['Berserk Mode', 'Indomitable Will', 'Master Martial Artist', 'Rage Power', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Agility', 'Bloodlust', 'Dexterity', 'Divine Powers', 'Endurance', 'Fear Inducement', 'Invulnerability', 'Master Tactician', 'Pain Suppression', 'Reflexes', 'Regeneration', 'Strength Force', 'Swordsmanship', 'Toxin and Disease Resistance', 'Weapons Master']",DC Comics
2806,Herculina,0,0,0,0,0,0,0,,DC Comics
2807,Heretic,0,0,0,0,0,0,0,,DC Comics
2808,Herkimer,0,0,0,0,0,0,0,,DC Comics
2809,Hermes,0,0,0,0,0,0,0,,DC Comics
2810,Hermes,0,0,0,0,0,0,0,,DC Comics
2811,Hermetikus,0,0,0,0,0,0,0,,DC Comics
2812,Hero Brown,60,1,6,10,0,20,0,['Intelligence'],DC Comics
2813,Herr Starr,0,0,0,0,0,0,0,,DC Comics
2814,Herupa Hando Hu,0,0,0,0,0,0,0,,DC Comics
2815,Hespera,0,0,0,0,0,0,0,,DC Comics
2816,Hessia,0,0,0,0,0,0,0,,DC Comics
2817,Hestia,0,0,0,0,0,0,0,,DC Comics
2818,Hex,0,0,0,0,0,0,0,,DC Comics
2819,Hex,0,0,0,0,0,0,0,,DC Comics
2820,Hexagon,75,100,100,100,100,100,70,"['Dark Arts', 'Dark Magic', 'Dark Matter Manipulation', 'Darkforce Manipulation', 'Demon Physiology', 'Dimensional Awareness', 'Energy Absorption', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Godly Physiology', 'Hellfire Manipulation', 'Higher Dimensional Manipulation', 'Immortality', 'Magic', 'Magic Absorption', 'Magic Resistance', 'Matter Absorption', 'Reality Warping', 'Spatial Manipulation', 'Telekinesis', 'Telepathy', 'Teleportation', 'Toon Force', 'Absorption', 'Creation', 'Deconstruction', 'Dimensional Travel', 'Electricity Absorption', 'Electro-Magnetism Manipulation', 'Electrokinesis', 'Heat Generation', 'Illusions', 'Immortality Negation', 'Jaw Strength', 'Large Size', 'Laser Manipulation', 'Law Manipulation', 'Matter Manipulation', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Pocket Dimensions', 'Portal Creation', 'Possession', 'Possession Resistance', 'Self-Sustenance', 'Shadow Manipulation', 'Shapeshifting', 'Soul Manipulation', 'Soul Resistance', 'Vision - Heat', 'Weapon Creation', 'Weapon Summoning', 'Weapons Master', 'Wind Control']",DC Comics
2821,Highfather,95,100,100,100,100,80,70,"['Accelerated Healing', 'Acid Resistants', 'Agility', 'Astral Projection', 'Avatar Creation', 'Bullet Time', 'Cloaking', 'Cold Resistance', 'Conceptual Manipulation', 'Corruption', 'Corruption Resistance', 'Creation', 'Cryokinesis', 'Dexterity', 'Dimensional Travel', 'Element Control', 'Elemental Transmogrification', 'Energy Absorption', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Senses', 'Enhanced Sight', 'Enhanced Touch', 'Existence Erasure Resistance', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Flight', 'Force Fields', 'Godly Physiology', 'Heat Generation', 'Heat Resistance', 'Homing Attack', 'Immortality', 'Intangibility', 'Intelligence', 'Invulnerability', 'Light Control', 'Master Martial Artist', 'Master Tactician', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control Resistance', 'Perception Manipulation', 'Pocket Dimensions', 'Portal Creation', 'Possession Resistance', 'Power Absorption', 'Power Bestowal', 'Power Mimicry', 'Power Nullifier', 'Precognition', 'Preparation', 'Radiation Immunity', 'Regeneration', 'Resurrection', 'Sealing', 'Self-Sustenance', 'Shapeshifting', 'Sound Manipulation', 'Spaceflight', 'Statistics Amplification', 'Stealth', 'Summoning', 'Telepathy', 'Teleportation', 'Toxin and Disease Resistance', 'Water Control', 'Weapons Master', 'Adaptation', 'Banish', 'Curse Resistance', 'Damage Boost', 'Density Control', 'Electricity Resistance', 'Existence Erasure', 'Fusion', 'Hellfire Resistance', 'Indomitable Will', 'Interstellar Travel', 'Jump', 'Magic Resistance', 'Projection', 'Reality Warping', 'Reality Warping Resistance', 'Soul Resistance', 'Spatial Manipulation', 'Telekinesis', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Death Manipulation', 'Life Manipulation']",DC Comics
2822,Highfather (Life Equation),100,100,100,100,100,100,80,"['Nigh-Omnipotence', 'Omnipresence', 'Omniscience']",DC Comics
2823,Highfather (True Form),100,100,100,100,100,100,90,"['Nigh-Omnipotence', 'Nigh-Omnipresence']",DC Comics
2824,Highfather,0,0,0,0,0,0,0,,DC Comics
2825,Highfather,0,0,0,0,0,0,0,,DC Comics
