Name1,Name2,Name1_res,Draw,Name2_res,Names_x,Intelligence_x,Strength_x,Speed_x,Durability_x,Power_x,Combat_x,Names_y,Intelligence_y,Strength_y,Speed_y,Durability_y,Power_y,Combat_y
Darkhawk,Booster Gold,0.0,0.0,100.0,Darkhawk,60.0,75.0,75.0,30.0,50.0,70.0,Booster Gold,73.33,41.67,60.0,55.0,65.0,51.67
Darkhawk,Archangel,100.0,0.0,0.0,Darkhawk,60.0,75.0,75.0,30.0,50.0,70.0,Archangel,60.0,12.33,26.67,20.0,55.0,50.0
Nightwing,Man-Bat,100.0,0.0,0.0,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12,Man-Bat,65.0,25.0,25.0,12.67,21.67,8.33
Darkhawk,Bane,100.0,0.0,0.0,Darkhawk,60.0,75.0,75.0,30.0,50.0,70.0,Bane,67.78,26.78,21.33,13.22,22.78,70.0
Green Lantern,Riddler,100.0,0.0,0.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Riddler,80.0,5.0,7.33,6.0,10.83,17.33
Odin,Riddler,100.0,0.0,0.0,Odin,95.0,100.0,100.0,100.0,100.0,95.0,Riddler,80.0,5.0,7.33,6.0,10.83,17.33
Odin,Riddler,100.0,0.0,0.0,Odin,99.5,92.5,92.5,95.0,98.0,96.5,Riddler,80.0,5.0,7.33,6.0,10.83,17.33
Thing,Punisher,66.7,0.0,33.3,Thing,63.75,97.5,43.75,85.0,75.0,62.5,Punisher,62.5,8.0,14.5,12.5,16.0,77.5
Raven,Wonder Girl,66.7,0.0,33.3,Raven,76.25,41.5,64.38,63.75,90.0,56.88,Wonder Girl,66.67,36.67,38.0,35.0,48.33,76.67
Firestorm,Mister Fantastic,50.0,0.0,50.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5
Mister Fantastic,Shadowcat,100.0,0.0,0.0,Mister Fantastic,95.0,57.17,57.0,66.67,79.17,72.5,Shadowcat,70.0,1.0,10.33,18.33,58.33,55.0
Elektra,Reverse Flash,33.3,0.0,66.7,Elektra,68.33,3.33,12.67,10.0,20.0,91.67,Reverse Flash,93.33,31.67,100.0,56.67,90.0,81.67
Iron Fist,Shazam,25.0,0.0,75.0,Iron Fist,71.0,33.0,26.2,25.0,55.0,100.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75
Captain Mar-vell,Animal Man,100.0,0.0,0.0,Captain Mar-vell,75.0,100.0,100.0,100.0,100.0,95.0,Animal Man,82.5,72.5,65.0,70.0,87.5,75.0
Shazam,Animal Man,50.0,0.0,50.0,Shazam,70.0,92.5,77.5,70.0,80.0,48.75,Animal Man,82.5,72.5,65.0,70.0,87.5,75.0
Kurse,Beta Ray Bill,0.0,0.0,100.0,Kurse,47.5,100.0,75.0,65.0,70.0,65.0,Beta Ray Bill,70.0,100.0,100.0,100.0,100.0,80.0
Iron Monger,Ultron,33.3,0.0,66.7,Iron Monger,71.67,41.67,26.67,40.0,41.67,25.0,Ultron,95.0,77.5,71.25,80.0,77.5,80.0
Iron Fist,Namor,0.0,0.0,100.0,Iron Fist,71.0,33.0,26.2,25.0,55.0,100.0,Namor,68.33,98.33,58.33,81.67,80.0,73.33
Nightcrawler,Namor,0.0,0.0,100.0,Nightcrawler,55.0,19.0,18.0,15.0,57.5,50.0,Namor,68.33,98.33,58.33,81.67,80.0,73.33
Gladiator,Hellstorm,100.0,0.0,0.0,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Hellstorm,95.0,100.0,100.0,100.0,100.0,90.0
Gladiator,Heimdall,50.0,0.0,50.0,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Heimdall,75.0,37.5,30.0,55.0,55.0,82.5
Adam Strange,Stargirl,33.3,0.0,66.7,Adam Strange,77.5,13.0,40.0,20.0,27.5,60.0,Stargirl,62.5,27.5,65.0,30.0,60.0,67.5
The Wasp,Ghost Rider,11.1,0.0,88.9,The Wasp,90.0,1.0,25.0,35.0,30.0,35.0,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Darkseid,Parasite,100.0,0.0,0.0,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14,Parasite,65.0,45.0,20.0,50.0,50.0,25.0
Darkseid,Parallax,9.1,0.0,90.9,Darkseid,98.1,99.76,92.38,91.43,95.48,97.14,Parallax,90.71,100.0,100.0,92.86,98.57,66.43
Death,The Living Tribunal,0.0,0.0,100.0,Death,85.0,100.0,100.0,100.0,100.0,70.0,The Living Tribunal,100.0,100.0,100.0,100.0,100.0,100.0
Death,The Living Tribunal,0.0,0.0,100.0,Death,75.0,31.75,35.25,50.0,77.5,68.75,The Living Tribunal,100.0,100.0,100.0,100.0,100.0,100.0
Atrocitus,Supergirl,16.7,0.0,83.3,Atrocitus,90.0,100.0,100.0,100.0,100.0,70.0,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0
Plastic Man,Hawkeye,0.0,0.0,100.0,Plastic Man,70.0,45.0,25.0,60.0,60.0,60.0,Hawkeye,64.0,2.6,10.6,10.4,17.6,82.0
Katana,Green Arrow,0.0,0.0,100.0,Katana,60.0,1.0,15.67,9.67,11.67,86.67,Green Arrow,67.5,4.5,14.17,10.67,12.83,73.33
Huntress,Arsenal,50.0,25.0,25.0,Huntress,62.0,1.0,11.8,7.0,9.6,63.0,Arsenal,85.0,1.0,10.0,8.0,17.0,85.0
Huntress,Captain Cold,100.0,0.0,0.0,Huntress,62.0,1.0,11.8,7.0,9.6,63.0,Captain Cold,76.67,9.0,13.33,11.67,15.0,43.33
Huntress,John Constantine,0.0,0.0,100.0,Huntress,62.0,1.0,11.8,7.0,9.6,63.0,John Constantine,82.14,20.43,27.29,36.43,77.14,53.57
Catwoman,Katana,25.0,0.0,75.0,Catwoman,58.75,4.12,10.62,9.56,14.19,59.69,Katana,60.0,1.0,15.67,9.67,11.67,86.67
Batgirl,Katana,50.0,0.0,50.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Katana,60.0,1.0,15.67,9.67,11.67,86.67
Katana,Heat Wave,0.0,0.0,100.0,Katana,60.0,1.0,15.67,9.67,11.67,86.67,Heat Wave,55.0,3.0,6.0,6.0,9.5,35.0
Katana,Hawkman,0.0,0.0,100.0,Katana,60.0,1.0,15.67,9.67,11.67,86.67,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0
Azrael,Martian Manhunter,0.0,0.0,100.0,Azrael,75.0,20.75,37.5,20.25,33.75,83.75,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
Heat Wave,Martian Manhunter,50.0,0.0,50.0,Heat Wave,55.0,3.0,6.0,6.0,9.5,35.0,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
John Constantine,Martian Manhunter,33.3,33.3,33.3,John Constantine,82.14,20.43,27.29,36.43,77.14,53.57,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
Red Hood,Jonah Hex,100.0,0.0,0.0,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43,Jonah Hex,65.0,1.0,8.0,10.0,10.0,60.0
Batgirl,Jonah Hex,100.0,0.0,0.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Jonah Hex,65.0,1.0,8.0,10.0,10.0,60.0
Jonah Hex,Heat Wave,0.0,0.0,100.0,Jonah Hex,65.0,1.0,8.0,10.0,10.0,60.0,Heat Wave,55.0,3.0,6.0,6.0,9.5,35.0
Jonah Hex,Hawkman,0.0,0.0,100.0,Jonah Hex,65.0,1.0,8.0,10.0,10.0,60.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0
Jonah Hex,Hawkgirl,0.0,0.0,100.0,Jonah Hex,65.0,1.0,8.0,10.0,10.0,60.0,Hawkgirl,72.5,35.0,40.0,32.5,57.5,72.5
Jonah Hex,John Constantine,0.0,0.0,100.0,Jonah Hex,65.0,1.0,8.0,10.0,10.0,60.0,John Constantine,82.14,20.43,27.29,36.43,77.14,53.57
Vibe,Speedy,100.0,0.0,0.0,Vibe,60.0,1.0,5.0,10.0,75.0,45.0,Speedy,65.0,3.0,11.5,10.0,17.5,80.0
Vibe,Heat Wave,100.0,0.0,0.0,Vibe,60.0,1.0,5.0,10.0,75.0,45.0,Heat Wave,55.0,3.0,6.0,6.0,9.5,35.0
Vibe,Hawkman,0.0,0.0,100.0,Vibe,60.0,1.0,5.0,10.0,75.0,45.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0
Red Hood,Speedy,100.0,0.0,0.0,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43,Speedy,65.0,3.0,11.5,10.0,17.5,80.0
Batgirl,Speedy,100.0,0.0,0.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Speedy,65.0,3.0,11.5,10.0,17.5,80.0
Batgirl,Arsenal,100.0,0.0,0.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Arsenal,85.0,1.0,10.0,8.0,17.0,85.0
Arsenal,Captain Cold,100.0,0.0,0.0,Arsenal,85.0,1.0,10.0,8.0,17.0,85.0,Captain Cold,76.67,9.0,13.33,11.67,15.0,43.33
Arsenal,Firestorm,0.0,0.0,100.0,Arsenal,85.0,1.0,10.0,8.0,17.0,85.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Green Lantern,Alfred Pennyworth,66.7,0.0,33.3,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Alfred Pennyworth,67.5,8.0,4.75,7.75,6.0,31.0
Azrael,Spartan,100.0,0.0,0.0,Azrael,75.0,20.75,37.5,20.25,33.75,83.75,Spartan,62.5,3.0,6.0,10.0,10.0,60.0
Abomination,Destroyer,0.0,0.0,100.0,Abomination,72.5,95.0,62.5,72.5,70.0,72.5,Destroyer,68.33,78.33,73.33,78.33,86.67,90.0
Batman,Heat Wave,100.0,0.0,0.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Heat Wave,55.0,3.0,6.0,6.0,9.5,35.0
Heat Wave,Firestorm,0.0,0.0,100.0,Heat Wave,55.0,3.0,6.0,6.0,9.5,35.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Hawkman,Heat Wave,100.0,0.0,0.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0,Heat Wave,55.0,3.0,6.0,6.0,9.5,35.0
Captain Cold,Batgirl,100.0,0.0,0.0,Captain Cold,76.67,9.0,13.33,11.67,15.0,43.33,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0
Captain Cold,Black Canary,0.0,0.0,100.0,Captain Cold,76.67,9.0,13.33,11.67,15.0,43.33,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Hawkman,Firestorm,0.0,0.0,100.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Red Hood,Firestorm,100.0,0.0,0.0,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Firestorm,Harley Quinn,100.0,0.0,0.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25,Harley Quinn,66.36,6.64,14.91,11.36,15.64,70.91
Supergirl,Firestorm,50.0,0.0,50.0,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0,Firestorm,82.5,70.0,72.5,78.75,86.25,66.25
Hawkman,Azrael,100.0,0.0,0.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0,Azrael,75.0,20.75,37.5,20.25,33.75,83.75
Hawkman,Red Hood,0.0,0.0,100.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43
Hawkman,Batgirl,100.0,0.0,0.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0
Hawkman,Nightwing,0.0,0.0,100.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12
Hawkman,Vixen,50.0,0.0,50.0,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0,Vixen,65.0,25.0,25.0,20.0,50.0,70.0
Hawkman,John Constantine,33.3,0.0,66.7,Hawkman,70.0,46.43,32.29,37.86,52.14,60.0,John Constantine,82.14,20.43,27.29,36.43,77.14,53.57
Nightwing,Hawkgirl,33.3,0.0,66.7,Nightwing,77.5,9.38,17.25,10.62,15.12,93.12,Hawkgirl,72.5,35.0,40.0,32.5,57.5,72.5
Azrael,Black Canary,100.0,0.0,0.0,Azrael,75.0,20.75,37.5,20.25,33.75,83.75,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Red Hood,Vixen,66.7,0.0,33.3,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43,Vixen,65.0,25.0,25.0,20.0,50.0,70.0
Robin,John Constantine,0.0,0.0,100.0,Robin,73.57,8.5,12.71,10.21,12.86,83.21,John Constantine,82.14,20.43,27.29,36.43,77.14,53.57
Supergirl,Azrael,100.0,0.0,0.0,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0,Azrael,75.0,20.75,37.5,20.25,33.75,83.75
Robin,Supergirl,0.0,0.0,100.0,Robin,73.57,8.5,12.71,10.21,12.86,83.21,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0
Loki,Malekith,100.0,0.0,0.0,Loki,88.12,71.88,71.25,71.88,87.5,82.5,Malekith,68.75,71.25,67.5,57.5,82.5,80.0
Winter Soldier,Elongated Man,0.0,0.0,100.0,Winter Soldier,63.33,25.0,20.67,15.0,20.0,80.0,Elongated Man,85.0,1.0,11.0,35.0,25.0,40.0
Captain Cold,Colossus,0.0,0.0,100.0,Captain Cold,76.67,9.0,13.33,11.67,15.0,43.33,Colossus,55.0,75.0,25.0,60.0,60.0,60.0
Franklin Richards,Martian Manhunter,100.0,0.0,0.0,Franklin Richards,81.67,100.0,100.0,100.0,100.0,61.67,Martian Manhunter,73.5,90.0,65.5,52.5,78.5,63.0
Mindee Cuckoo,Invisible Woman,0.0,0.0,100.0,Mindee Cuckoo,55.0,25.0,6.0,70.0,70.0,15.0,Invisible Woman,77.5,25.5,19.5,50.0,67.5,47.5
Black Manta,Cyclops,36.4,0.0,63.6,Black Manta,67.0,23.6,23.4,28.0,33.0,71.0,Cyclops,67.5,35.0,34.75,40.0,67.5,67.5
Gladiator,Kilowog,0.0,100.0,0.0,Gladiator,62.5,100.0,100.0,100.0,82.5,65.0,Kilowog,75.0,87.5,90.0,72.5,90.0,62.5
Batgirl,Iron Fist,0.0,0.0,100.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Iron Fist,71.0,33.0,26.2,25.0,55.0,100.0
Scarlet Witch,Firelord,100.0,0.0,0.0,Scarlet Witch,82.14,61.57,85.0,81.43,97.14,66.43,Firelord,60.0,85.0,100.0,100.0,100.0,75.0
King Shark,Captain Marvel,0.0,0.0,100.0,King Shark,50.0,40.0,20.0,41.67,43.33,40.0,Captain Marvel,72.5,77.5,90.0,37.5,72.5,35.0
King Shark,Captain Marvel,0.0,0.0,100.0,King Shark,50.0,40.0,20.0,41.67,43.33,40.0,Captain Marvel,61.88,70.0,70.0,59.38,84.38,80.0
Batman,Mongul The Elder,0.0,0.0,100.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56,Mongul The Elder,85.0,100.0,55.0,90.0,75.0,75.0
Phoenix,Nick Fury,100.0,0.0,0.0,Phoenix,84.5,100.0,100.0,100.0,99.0,76.0,Nick Fury,80.0,3.5,25.5,10.5,7.5,65.0
Vixen,Black Canary,66.7,0.0,33.3,Vixen,65.0,25.0,25.0,20.0,50.0,70.0,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0
Nightcrawler,Robin V,100.0,0.0,0.0,Nightcrawler,55.0,19.0,18.0,15.0,57.5,50.0,Robin V,75.0,1.0,17.0,10.0,10.0,95.0
Havok,Scarlet Witch,0.0,0.0,100.0,Havok,62.5,3.0,15.5,12.5,52.5,55.0,Scarlet Witch,82.14,61.57,85.0,81.43,97.14,66.43
Multiple Man,Cable,0.0,0.0,100.0,Multiple Man,60.0,5.0,13.0,15.0,35.0,75.0,Cable,73.33,19.67,33.67,40.0,51.67,86.67
Deathstroke,Hercules,0.0,0.0,100.0,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54,Hercules,70.0,100.0,75.0,100.0,100.0,85.0
Deathstroke,Hercules,0.0,0.0,100.0,Deathstroke,73.46,20.69,27.08,21.15,38.08,96.54,Hercules,65.0,100.0,80.0,100.0,100.0,100.0
Jean Grey,Maria Hill,100.0,0.0,0.0,Jean Grey,65.0,53.33,44.0,43.33,70.0,49.67,Maria Hill,70.0,1.0,9.0,6.0,7.5,77.5
Red Hood,Black Manta,42.9,0.0,57.1,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43,Black Manta,67.0,23.6,23.4,28.0,33.0,71.0
Vigilante,Bizarro,0.0,0.0,100.0,Vigilante,62.5,1.0,9.0,15.0,15.0,85.0,Bizarro,35.0,100.0,75.0,83.33,75.0,33.33
Vibe,Bizarro,0.0,100.0,0.0,Vibe,60.0,1.0,5.0,10.0,75.0,45.0,Bizarro,35.0,100.0,75.0,83.33,75.0,33.33
Ultron,Blue Marvel,0.0,0.0,100.0,Ultron,95.0,77.5,71.25,80.0,77.5,80.0,Blue Marvel,95.0,100.0,100.0,100.0,100.0,95.0
Captain America,Trickster II,100.0,0.0,0.0,Captain America,73.12,36.31,37.56,34.75,49.38,93.12,Trickster II,80.0,1.0,6.0,10.0,20.0,10.0
Supergirl,Sinestro,0.0,0.0,100.0,Supergirl,66.0,97.5,93.5,74.5,83.5,57.0,Sinestro,75.0,83.33,91.67,90.0,88.33,56.67
Mongul The Elder,Abomination,100.0,0.0,0.0,Mongul The Elder,85.0,100.0,55.0,90.0,75.0,75.0,Abomination,72.5,95.0,62.5,72.5,70.0,72.5
Mongul The Elder,Brainiac,0.0,0.0,100.0,Mongul The Elder,85.0,100.0,55.0,90.0,75.0,75.0,Brainiac,96.25,96.25,80.88,68.75,85.62,59.38
Red Skull,Metallo,0.0,0.0,100.0,Red Skull,82.5,43.75,39.75,37.5,43.75,75.0,Metallo,40.0,30.0,6.0,55.0,50.0,20.0
Tiger Shark,Carnage,0.0,0.0,100.0,Tiger Shark,55.0,75.0,50.0,50.0,55.0,60.0,Carnage,65.71,42.29,34.86,33.57,60.0,73.57
Mister Sinister,Baron Zemo,100.0,0.0,0.0,Mister Sinister,80.0,10.67,10.33,20.0,58.33,28.0,Baron Zemo,81.67,6.0,16.67,13.33,15.0,76.67
Mister Sinister,Bullseye,100.0,0.0,0.0,Mister Sinister,80.0,10.67,10.33,20.0,58.33,28.0,Bullseye,63.33,10.67,13.33,10.0,13.33,73.33
Killer Croc,Bullseye,100.0,0.0,0.0,Killer Croc,47.0,28.0,15.4,15.8,28.0,39.0,Bullseye,63.33,10.67,13.33,10.0,13.33,73.33
Vulture,Clayface,0.0,0.0,100.0,Vulture,72.5,25.0,25.0,25.0,32.5,37.5,Clayface,57.5,25.0,30.5,18.25,40.0,34.75
Vulture,Clayface,100.0,0.0,0.0,Vulture,72.5,25.0,25.0,25.0,32.5,37.5,Clayface,57.5,25.0,30.5,18.25,40.0,34.75
Gambit,Drax the Destroyer,0.0,0.0,100.0,Gambit,65.0,5.0,25.0,15.0,60.0,75.0,Drax the Destroyer,45.0,95.0,80.0,85.0,70.0,85.0
Atrocitus,General Zod,100.0,0.0,0.0,Atrocitus,90.0,100.0,100.0,100.0,100.0,70.0,General Zod,69.17,95.83,90.83,67.5,72.5,82.5
Atrocitus,Cyborg Superman,0.0,0.0,100.0,Atrocitus,90.0,100.0,100.0,100.0,100.0,70.0,Cyborg Superman,85.0,100.0,92.5,87.5,82.5,65.0
Void,Cyborg Superman,100.0,0.0,0.0,Void,100.0,100.0,100.0,100.0,100.0,65.0,Cyborg Superman,85.0,100.0,92.5,87.5,82.5,65.0
Void,Cyborg Superman,100.0,0.0,0.0,Void,80.0,100.0,100.0,100.0,100.0,50.0,Cyborg Superman,85.0,100.0,92.5,87.5,82.5,65.0
Tyrant,Black Adam,100.0,0.0,0.0,Tyrant,85.0,100.0,100.0,100.0,100.0,60.0,Black Adam,85.0,91.0,96.0,80.0,88.0,90.0
Parallax,Tyrant,100.0,0.0,0.0,Parallax,90.71,100.0,100.0,92.86,98.57,66.43,Tyrant,85.0,100.0,100.0,100.0,100.0,60.0
Atrocitus,Tyrant,0.0,0.0,100.0,Atrocitus,90.0,100.0,100.0,100.0,100.0,70.0,Tyrant,85.0,100.0,100.0,100.0,100.0,60.0
Green Lantern,Tyrant,0.0,0.0,100.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Tyrant,85.0,100.0,100.0,100.0,100.0,60.0
Sandman,She-Hulk,50.0,0.0,50.0,Sandman,55.0,47.5,21.0,60.0,55.0,40.0,She-Hulk,65.0,76.67,56.67,75.0,71.67,71.67
Firestar,Red Skull,100.0,0.0,0.0,Firestar,68.33,10.33,26.67,21.33,66.67,46.67,Red Skull,82.5,43.75,39.75,37.5,43.75,75.0
Livewire,Harley Quinn,75.0,0.0,25.0,Livewire,52.5,25.0,55.0,30.0,57.5,25.0,Harley Quinn,66.36,6.64,14.91,11.36,15.64,70.91
Thor,Angel,100.0,0.0,0.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Angel,57.5,15.0,25.0,13.5,40.0,50.0
Thor,Angel,100.0,0.0,0.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Angel,57.5,15.0,25.0,13.5,40.0,50.0
Thor,Angel Dust,100.0,0.0,0.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0,Angel Dust,55.0,25.0,6.0,20.0,40.0,50.0
Thor,Angel Dust,100.0,0.0,0.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25,Angel Dust,55.0,25.0,6.0,20.0,40.0,50.0
Cyclops,Carnage,0.0,0.0,100.0,Cyclops,67.5,35.0,34.75,40.0,67.5,67.5,Carnage,65.71,42.29,34.86,33.57,60.0,73.57
Black Lightning,Doomsday,100.0,0.0,0.0,Black Lightning,67.5,15.0,15.0,20.0,52.5,67.5,Doomsday,41.67,100.0,75.83,85.0,91.67,49.17
Luke Cage,Batman,50.0,0.0,50.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0,Batman,82.33,17.62,21.84,18.4,24.6,92.56
Green Lantern,Kang,100.0,0.0,0.0,Green Lantern,71.58,85.13,87.76,76.58,86.18,62.37,Kang,90.0,50.5,53.5,55.0,80.0,80.0
Black Canary,Agent 13,85.7,0.0,14.3,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0,Agent 13,70.0,1.0,8.0,15.0,15.0,95.0
Black Canary,Agent 13,33.3,16.7,50.0,Black Canary,65.0,4.0,11.12,11.62,33.12,80.0,Agent 13,70.0,1.0,8.0,15.0,15.0,95.0
Angel,Exodus,100.0,0.0,0.0,Angel,57.5,15.0,25.0,13.5,40.0,50.0,Exodus,70.0,55.0,30.0,65.0,100.0,80.0
Batgirl,Firelord,0.0,0.0,100.0,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Firelord,60.0,85.0,100.0,100.0,100.0,75.0
Batgirl,Robin V,76.9,0.0,23.1,Batgirl,77.22,15.11,21.56,20.33,24.22,75.0,Robin V,75.0,1.0,17.0,10.0,10.0,95.0
Poison Ivy,Superboy,0.0,0.0,100.0,Poison Ivy,69.17,16.33,12.5,19.33,40.83,25.67,Superboy,68.33,80.0,71.67,60.83,77.5,51.67
Batman II,Alfred Pennyworth,100.0,0.0,0.0,Batman II,80.0,8.0,20.0,15.0,20.0,90.0,Alfred Pennyworth,67.5,8.0,4.75,7.75,6.0,31.0
Black Lightning,Wonder Girl,0.0,0.0,100.0,Black Lightning,67.5,15.0,15.0,20.0,52.5,67.5,Wonder Girl,66.67,36.67,38.0,35.0,48.33,76.67
Damage,Thor,0.0,0.0,100.0,Damage,70.0,100.0,80.0,100.0,85.0,90.0,Thor,60.0,100.0,100.0,100.0,100.0,80.0
Damage,Thor,0.0,0.0,100.0,Damage,70.0,100.0,80.0,100.0,85.0,90.0,Thor,69.5,95.5,79.75,79.0,90.0,83.25
Captain Atom,Ghost Rider,58.3,0.0,41.7,Captain Atom,83.33,100.0,96.67,100.0,100.0,81.67,Ghost Rider,70.62,83.12,71.88,78.75,88.75,73.75
Granny Goodness,Magneto,0.0,0.0,100.0,Granny Goodness,80.0,75.0,55.0,75.0,62.5,67.5,Magneto,80.0,82.5,47.5,65.0,85.0,60.0
Donna Troy,Magneto,0.0,0.0,100.0,Donna Troy,70.0,60.0,75.0,75.0,70.0,85.0,Magneto,80.0,82.5,47.5,65.0,85.0,60.0
Donna Troy,Maxima,60.0,0.0,40.0,Donna Troy,70.0,60.0,75.0,75.0,70.0,85.0,Maxima,80.0,100.0,85.0,75.0,80.0,60.0
Metamorpho,Maxima,0.0,0.0,100.0,Metamorpho,85.0,75.0,100.0,100.0,85.0,70.0,Maxima,80.0,100.0,85.0,75.0,80.0,60.0
She-Hulk,Toad,100.0,0.0,0.0,She-Hulk,65.0,76.67,56.67,75.0,71.67,71.67,Toad,55.0,25.0,19.0,15.0,30.0,10.0
Scarecrow,Toad,100.0,0.0,0.0,Scarecrow,83.33,9.0,16.33,12.0,20.0,31.33,Toad,55.0,25.0,19.0,15.0,30.0,10.0
Agent 13,Brainiac 5,0.0,0.0,100.0,Agent 13,70.0,1.0,8.0,15.0,15.0,95.0,Brainiac 5,97.5,32.5,37.5,32.5,57.5,45.0
Killer Frost,Dazzler,100.0,0.0,0.0,Killer Frost,67.5,9.5,25.5,14.0,32.0,38.5,Dazzler,75.0,1.0,20.0,20.0,75.0,60.0
The Wasp,Dazzler,100.0,0.0,0.0,The Wasp,90.0,1.0,25.0,35.0,30.0,35.0,Dazzler,75.0,1.0,20.0,20.0,75.0,60.0
Trapster,Dazzler,100.0,0.0,0.0,Trapster,85.0,8.0,11.0,15.0,15.0,70.0,Dazzler,75.0,1.0,20.0,20.0,75.0,60.0
Dazzler,Luke Cage,0.0,0.0,100.0,Dazzler,75.0,1.0,20.0,20.0,75.0,60.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0
Lady Blackhawk,Luke Cage,0.0,0.0,100.0,Lady Blackhawk,65.0,5.0,13.0,10.0,15.0,70.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0
Luke Cage,The Wasp,100.0,0.0,0.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0,The Wasp,90.0,1.0,25.0,35.0,30.0,35.0
Luke Cage,Stargirl,50.0,0.0,50.0,Luke Cage,65.0,30.0,18.0,32.5,27.5,65.0,Stargirl,62.5,27.5,65.0,30.0,60.0,67.5
Stargirl,Lady Blackhawk,100.0,0.0,0.0,Stargirl,62.5,27.5,65.0,30.0,60.0,67.5,Lady Blackhawk,65.0,5.0,13.0,10.0,15.0,70.0
Electro,Bumblebee,0.0,0.0,100.0,Electro,56.0,15.4,30.2,15.6,44.0,32.0,Bumblebee,68.75,19.0,23.0,21.0,33.75,32.5
Ymir,Thing,100.0,0.0,0.0,Ymir,60.0,100.0,90.0,100.0,100.0,85.0,Thing,63.75,97.5,43.75,85.0,75.0,62.5
Azrael,Batgirl III,0.0,0.0,100.0,Azrael,75.0,20.75,37.5,20.25,33.75,83.75,Batgirl III,70.0,5.0,25.0,10.0,15.0,90.0
Crossbones,Galactus,0.0,0.0,100.0,Crossbones,57.5,8.0,15.5,11.0,10.0,80.0,Galactus,98.33,100.0,98.33,96.67,97.0,76.0
Adam Strange,Red Hood,100.0,0.0,0.0,Adam Strange,77.5,13.0,40.0,20.0,27.5,60.0,Red Hood,77.14,8.71,16.29,12.86,18.57,91.43
